11/19/2012 18:04:12,2.7.x,1.6.x,0.10.x,Linux Package Manager,astronomy
11/19/2012 18:07:20,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/19/2012 18:09:58,2.7.x,1.6.x,0.11.x,MacPorts,Astronomy
11/19/2012 18:10:24,2.7.x,1.6.x,0.11.x,MacPorts,astronomy
11/19/2012 18:21:01,3.3.x,1.7.0b2,0.11.x,Linux Package Manager,Astronomy
11/19/2012 18:23:14,2.7.x,1.6.x,0.11.x,Official binary installers (e.g. MacOS X DMG or official Windows installers),Astronomy
11/19/2012 18:24:29,2.7.x,1.6.x,0.9.x,Linux Package Manager,astronomy
11/19/2012 18:48:40,2.7.x,Not sure; the command isn't seeming to work,Not sure; the command isn't seeming to work,Packaged with yt,Astrophysics
11/19/2012 19:04:13,2.7.x,1.6.x,0.10.x,Installed from Source,cosmology
11/19/2012 19:06:31,2.7.x,1.6.x,0.10.x,Installed from Source,Astrophysics
11/19/2012 19:06:57,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astronomy
11/19/2012 19:07:16,2.7.x,1.6.x,0.9.x,"Enthought Python Distribution, but also source and official installers",physics\astronomy\technology for astronomy
11/19/2012 19:08:57,2.6.x,1.3.0,0.7.x,Linux Package Manager,astrophysics
11/19/2012 19:10:29,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astrophysics
11/19/2012 19:11:06,2.7.x,1.8,0.12,Installed from Source,Astronomy
11/19/2012 19:14:56,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/19/2012 19:16:28,2.7.x,1.6.x,0.10.x,MacPorts,Astrophysics
11/19/2012 19:16:59,2.7.x,1.6.x,0.10.x,Don't know,astronomy
11/19/2012 19:21:08,2.6.x,1.6.x,0.9.x,Don't know,astrophysics
11/19/2012 19:24:25,2.7.x,1.6.x,0.10.x,stsci_python and pip,astronomy
11/19/2012 19:27:00,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astronomy
11/19/2012 19:29:25,2.6.x,1.6.x,0.10.x,MacPorts,extragalactic astronomy
11/19/2012 19:29:30,2.7.x,1.5.x,0.8.x,Linux Package Manager,Astronomy
11/19/2012 19:32:29,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/19/2012 19:35:39,2.7.x,2.0.0.dev-35952aa,0.11.0.dev-0496569,scisoft,astronomy
11/19/2012 19:36:12,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Physics/Astronomy
11/19/2012 20:00:17,2.6.x,1.6.x,0.11.x,MacPorts,astronomy
11/19/2012 20:03:09,2.7.x,1.8.0,0.12.0,"scipy superpack, from https://github.com/fonnesbeck/ScipySuperpack",radio astronomy
11/19/2012 20:09:13,2.7.x,1.6.x,0.9.x,Linux Package Manager,cosmology
11/19/2012 20:10:07,2.6.x,1.5.x,0.9.x,Installed from Source,astronomy
11/19/2012 20:17:52,2.7.x,1.6.x,0.9.x,pip or macports,Astronomy
11/19/2012 20:53:32,2.7.x,,0.7.x,Installed from Source,Astronomy
11/19/2012 20:56:52,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/19/2012 20:58:12,2.7.x,1.6.x,0.11.x,easy_install,astrophysics
11/19/2012 21:01:12,2.6.x,1.5.x,0.7.x,Official binary installers (e.g. MacOS X DMG or official Windows installers),astrophysics
11/19/2012 21:15:56,2.7.x,1.6.x,0.9.x,Linux Package Manager,astrophysics
11/19/2012 21:21:32,2.7.x,1.6.x,0.7.x,Installed from Source,Astronomy 
11/19/2012 21:29:19,2.7.x,1.6.x,0.9.x,Linux Package Manager,astronomy
11/19/2012 21:53:08,2.7.x,1.6.x,0.11.x,MacPorts,Astronomy
11/19/2012 22:00:11,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,astronomy
11/19/2012 22:00:37,2.7.x,1.6.x,0.9.x,Installed from Source,astronomy
11/19/2012 22:04:27,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astronomy
11/19/2012 22:21:58,2.7.x,1.6.x,0.11.x,Installed from Source,astronomy
11/19/2012 22:29:31,2.7.x,1.6.x,0.9.x,Linux Package Manager,astronomy
11/19/2012 23:12:38,2.7.x,1.6.x,0.10.x,Came pre-installed on my work laptop.,Astrophysics
11/19/2012 23:20:12,2.7.x,1.6.x,0.10.x,MacPorts,Astrophysics
11/19/2012 23:32:15,2.7.x,1.6.x,0.10.x,Linux Package Manager,Astrophysics
11/19/2012 23:42:00,2.7.x,1.6.x,0.10.x,Linux Package Manager,astronomy
11/20/2012 0:09:05,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Planetary Science
11/20/2012 0:31:53,2.7.x,1.6.x,0.10.x,Don't know,astronomy
11/20/2012 0:43:23,2.7.x,1.6.x,0.10.x,Linux Package Manager,Astronomy
11/20/2012 0:59:43,2.7.x,github - always the latest code,github,Installed from Source,Astronomy
11/20/2012 1:39:05,2.7.x,1.6.x,0.10.x,homebrew,astrophysics
11/20/2012 2:05:39,2.7.x,1.6.x,0.10.x,MacPorts,Asrtronomy
11/20/2012 3:14:32,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/20/2012 3:22:14,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/20/2012 3:40:47,2.7.x,1.6.x,0.10.x,MacPorts,astronomy
11/20/2012 3:43:38,2.7.x,1.6.x,0.9.x,with Advanced Packaging Tool (apt-get),astrophysics
11/20/2012 5:24:23,2.6.x,1.6.0.dev-b28b115,0.10.0.dev,Mac OS X 64-bit unofficial releases linked at scipy.org for SnowLeopard,Astronomy
11/20/2012 6:39:01,2.7.x,1.6.x,None,"yt ( yt-project.org ), but before I knew about that: Enthought",Astrophysics
11/20/2012 8:45:10,2.5.x,1.3.0,0.7.x,I'd swear it came with SciSoft...,Astronomy
11/20/2012 8:46:30,2.6.x,1.6.x,0.10.x,Official binary installers (e.g. MacOS X DMG or official Windows installers),astronomy (observational)
11/20/2012 9:03:08,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astrophysics
11/20/2012 9:26:08,2.7.x,1.6.x,0.10.x,Installed from Source,astrophysics
11/20/2012 9:45:15,2.7.x,1.6.x,0.11.x,MacPorts,astronomy
11/20/2012 11:42:11,2.7.x,1.6.x,0.11.x,MacPorts,astronomy
11/20/2012 12:06:16,2.7.x,1.6.x,0.10.x,Linux Package Manager,astronomy
11/20/2012 12:19:56,2.5.x,,0.7.x,Linux Package Manager,Astronomy
11/20/2012 13:25:15,2.7.x,1.6.x,0.10.x,Linux Package Manager,Astronomy
11/20/2012 14:10:11,2.7.x,1.6.x,0.10.x,Don't know,Astronomy
11/20/2012 14:52:49,2.6.x,1.6.x,0.10.x,MacPorts,astrophysics
11/20/2012 17:37:44,2.7.x,,0.10.x,MacPorts,Astronomy
11/20/2012 17:38:10,2.6.x,1.4.x,None,Installed from Source,Astronomy
11/20/2012 18:35:57,2.7.x,1.6.x,0.9.x,Don't know,astronomy 
11/20/2012 19:22:27,2.6.x,1.6.x,None,MacPorts,Radio astronomy/cosmology
